,car_index,fuelType,owner_id,vehicle_make,vehicle_model,vehicle_type,vehicle_year
1302,C1302,GASOLINE,568253,Jeep,Grand Cherokee,suv,2015
1303,C1303,HYBRID,3546098,Ford,Fusion Hybrid,car,2019
1304,C1304,GASOLINE,15203061,Dodge,Charger,car,2019
1305,C1305,GASOLINE,1370302,Chrysler,Voyager,minivan,2020
1306,C1306,GASOLINE,2585795,Honda,Ridgeline,truck,2020
1307,C1307,GASOLINE,2585795,Toyota,Tacoma,truck,2020
1308,C1308,GASOLINE,1370302,Kia,Optima,car,2018
1309,C1309,GASOLINE,15426565,Mazda,CX-5,suv,2020
1310,C1310,GASOLINE,849660,Mercedes-Benz,E-Class,car,2014
1311,C1311,GASOLINE,2585795,Honda,Accord,car,2016
1312,C1312,GASOLINE,1370302,Jeep,Compass,suv,2019
1313,C1313,GASOLINE,6230557,GMC,Terrain,suv,2016
1314,C1314,,1370302,Kia,Optima,car,2019
1315,C1315,GASOLINE,1633776,Ford,Escape,suv,2011
1316,C1316,GASOLINE,1633776,Hyundai,Accent,car,2013
1317,C1317,GASOLINE,14903108,Chevrolet,Sonic,car,2015
1318,C1318,GASOLINE,12629360,Ford,Focus,car,2008
1319,C1319,GASOLINE,2585795,Toyota,Corolla,car,2018
1320,C1320,GASOLINE,888780,Land Rover,Range Rover,suv,2006
1321,C1321,GASOLINE,14903108,Mitsubishi,Mirage,car,2017
1322,C1322,GASOLINE,12629360,Saturn,ION,car,2007
1323,C1323,GASOLINE,11630788,Mazda,6,car,2011
1324,C1324,GASOLINE,6141208,Ford,Taurus,car,2013
1325,C1325,GASOLINE,986216,Nissan,Versa,car,2015
1326,C1326,GASOLINE,10452226,Bentley,Flying Spur,car,2018
1327,C1327,HYBRID,9606481,BMW,i8,car,2016
1328,C1328,ELECTRIC,15222015,Tesla,Model 3,car,2020
1329,C1329,GASOLINE,14245488,Mercedes-Benz,GLE-Class,suv,2017
1330,C1330,ELECTRIC,2421007,Tesla,Model 3,car,2020
1331,C1331,GASOLINE,3955554,Dodge,Challenger,car,2017
1332,C1332,GASOLINE,2110510,Land Rover,Range Rover Sport,suv,2016
1333,C1333,GASOLINE,4781402,Toyota,Highlander,suv,2018
1334,C1334,GASOLINE,2459020,Maserati,Ghibli,car,2017
1335,C1335,GASOLINE,15147159,Ford,Explorer,suv,2014
1336,C1336,GASOLINE,10132512,BMW,4-Series,car,2019
1337,C1337,GASOLINE,4574689,Toyota,Camry,car,2016
1338,C1338,GASOLINE,10378067,Chevrolet,Camaro,car,2017
1339,C1339,GASOLINE,519772,Porsche,911,car,2013
1340,C1340,ELECTRIC,8683519,Tesla,Model S,car,2018
1341,C1341,GASOLINE,583154,Chevrolet,Suburban,suv,2018
1342,C1342,GASOLINE,10336220,Maserati,Ghibli,car,2016
1343,C1343,ELECTRIC,1491450,Tesla,Model 3,car,2019
1344,C1344,ELECTRIC,11244767,Tesla,Model X,suv,2020
1345,C1345,ELECTRIC,1367019,Tesla,Model X,suv,2017
1346,C1346,GASOLINE,15147159,Toyota,Avalon,car,2013
1347,C1347,GASOLINE,6721879,Porsche,Panamera,car,2013
1348,C1348,ELECTRIC,7402845,Tesla,Model 3,car,2018
1349,C1349,GASOLINE,942342,Porsche,911,car,2013
1350,C1350,GASOLINE,818641,Dodge,Charger,car,2018
1351,C1351,GASOLINE,11347518,Jaguar,F-PACE,suv,2017
1352,C1352,GASOLINE,2459020,Chevrolet,Corvette,car,2016
1353,C1353,ELECTRIC,4228659,Tesla,Model 3,car,2019
1354,C1354,GASOLINE,519772,Mercedes-Benz,G-Class,suv,2017
1355,C1355,HYBRID,5125492,BMW,i8,car,2015
1356,C1356,ELECTRIC,1651923,Tesla,Model 3,car,2020
1357,C1357,ELECTRIC,875927,Tesla,Model 3,car,2019
1358,C1358,GASOLINE,875927,Alfa Romeo,4C,car,2017
1359,C1359,GASOLINE,2123567,Porsche,911,car,2014
1360,C1360,GASOLINE,2123567,Mercedes-Benz,S-Class,car,2016
1361,C1361,GASOLINE,519772,Jaguar,F-TYPE,car,2014
1362,C1362,ELECTRIC,875927,Tesla,Model 3,car,2018
1363,C1363,ELECTRIC,3905611,Tesla,Model 3,car,2020
1364,C1364,GASOLINE,2110510,Porsche,Cayenne,suv,2018
1365,C1365,GASOLINE,9980607,BMW,3 Series,car,2015
1366,C1366,GASOLINE,5702987,Acura,MDX,suv,2016
1367,C1367,ELECTRIC,875927,Tesla,Model 3,car,2018
1368,C1368,GASOLINE,1491450,Volvo,XC60,suv,2019
1369,C1369,GASOLINE,6434371,Chevrolet,Impala,car,2017
1370,C1370,GASOLINE,2110510,Audi,A7,car,2018
1371,C1371,GASOLINE,3746853,Porsche,Macan,suv,2016
1372,C1372,GASOLINE,14986753,Honda,Pilot,suv,2009
1373,C1373,GASOLINE,14245488,Alfa-romeo,Stelvio,suv,2019
1374,C1374,GASOLINE,9370336,Ford,Mustang,car,2019
1375,C1375,ELECTRIC,15739702,Tesla,Model Y,suv,2020
1376,C1376,ELECTRIC,1319433,Tesla,Model 3,car,2019
1377,C1377,GASOLINE,3533385,Mercedes-Benz,E-Class,car,2018
1378,C1378,GASOLINE,4781402,Mercedes-benz,CLA-Class,car,2019
1379,C1379,GASOLINE,9606481,Honda,Odyssey,minivan,2019
1380,C1380,GASOLINE,9806507,Mercedes-benz,GLS-Class,suv,2020
1381,C1381,GASOLINE,844760,Mercedes-Benz,G-Class,suv,2015
1382,C1382,ELECTRIC,875927,Tesla,Model S,car,2015
1383,C1383,ELECTRIC,3885147,Tesla,Model S,car,2015
1384,C1384,ELECTRIC,1319433,Tesla,Model X,suv,2020
1385,C1385,GASOLINE,10729807,Mercedes-Benz,S-Class,car,2014
1386,C1386,GASOLINE,9767693,BMW,7-Series,car,2019
1387,C1387,GASOLINE,519772,Porsche,Cayenne,suv,2019
1388,C1388,DIESEL,9806507,Land Rover,Discovery,suv,2018
1389,C1389,GASOLINE,2110510,Jaguar,F-PACE,suv,2018
1390,C1390,GASOLINE,8040602,Porsche,911,car,2009
1391,C1391,GASOLINE,4998472,Mercedes-Benz,E-Class,car,2010
1392,C1392,GASOLINE,2216742,Chevrolet,Corvette,car,2015
1393,C1393,ELECTRIC,11244767,Tesla,Model 3,car,2018
1394,C1394,GASOLINE,2561238,McLaren,570S,car,2016
1395,C1395,GASOLINE,67096,Honda,Odyssey,minivan,2013
1396,C1396,GASOLINE,2110510,BMW,M3,car,2018
1397,C1397,ELECTRIC,1260284,Tesla,Model 3,car,2018
1398,C1398,GASOLINE,1319433,Mercedes-Benz,G-Class,suv,2017
1399,C1399,GASOLINE,5125492,Bentley,Continental GT Speed,car,2013
1400,C1400,GASOLINE,14303026,Land Rover,Range Rover,suv,2018
1401,C1401,GASOLINE,1319433,Porsche,911,car,2012
1402,C1402,GASOLINE,1349160,Porsche,911,car,2013
1403,C1403,GASOLINE,10428232,BMW,3 Series,car,2015
1404,C1404,GASOLINE,4811613,BMW,5 Series,car,2016
1405,C1405,GASOLINE,15381172,Mercedes-benz,GLC-Class,suv,2020
1406,C1406,GASOLINE,2123567,Mercedes-Benz,G-Class,suv,2014
1407,C1407,GASOLINE,8405506,Dodge,Ram 1500,truck,2019
1408,C1408,GASOLINE,67096,Toyota,Sienna,minivan,2017
1409,C1409,GASOLINE,2611541,Ford,Mustang,car,2018
1410,C1410,GASOLINE,9450147,Honda,CR-V,suv,2015
1411,C1411,GASOLINE,1319433,Audi,R8,car,2017
1412,C1412,GASOLINE,9450147,Toyota,RAV4,suv,2017
1413,C1413,GASOLINE,5895238,Ford,F-150,truck,2015
1414,C1414,GASOLINE,519772,Land Rover,Range Rover Velar,suv,2018
1415,C1415,GASOLINE,4998472,Audi,Q7,suv,2010
1416,C1416,GASOLINE,5125492,BMW,7 Series,car,2014
1417,C1417,GASOLINE,2781988,Acura,MDX,suv,2020
1418,C1418,GASOLINE,9450147,Toyota,RAV4,suv,2014
1419,C1419,GASOLINE,547739,Mercedes-Benz,E-Class,car,2017
1420,C1420,GASOLINE,2110510,Alfa Romeo,Stelvio,suv,2018
1421,C1421,GASOLINE,14838536,Scion,FR-S,car,2013
1422,C1422,GASOLINE,15591175,Honda,Pilot,suv,2017
1423,C1423,GASOLINE,5227587,Land Rover,Range Rover Evoque,suv,2017
1424,C1424,GASOLINE,67096,Toyota,Camry,car,2016
1425,C1425,GASOLINE,10452226,Ford,Mustang,car,2019
1426,C1426,GASOLINE,2110510,Ford,F-150,truck,2018
1427,C1427,GASOLINE,9606481,Jeep,Wrangler,suv,2016
1428,C1428,ELECTRIC,1260284,Tesla,Model X,suv,2017
1429,C1429,GASOLINE,15013442,Porsche,Macan,suv,2018
1430,C1430,GASOLINE,10452226,Mercedes-Benz,C-Class,car,2017
1431,C1431,GASOLINE,462368,BMW,M4,car,2016
1432,C1432,GASOLINE,1556482,Toyota,RAV4,suv,2016
1433,C1433,GASOLINE,9450147,Toyota,Camry,car,2017
1434,C1434,GASOLINE,6821835,Nissan,GT-R,car,2013
1435,C1435,GASOLINE,9292230,Honda,Accord,car,2018
1436,C1436,GASOLINE,1275890,Honda,Odyssey,minivan,2014
1437,C1437,GASOLINE,4998472,Lexus,GX 470,suv,2007
1438,C1438,ELECTRIC,10514891,Tesla,Model S,car,2016
1439,C1439,GASOLINE,2110510,Alfa Romeo,Giulia,car,2017
1440,C1440,GASOLINE,6566502,Jeep,Grand Cherokee SRT,suv,2017
1441,C1441,GASOLINE,2561238,Jaguar,F-TYPE,car,2018
1442,C1442,GASOLINE,2123567,Mercedes-Benz,C-Class,car,2017
1443,C1443,GASOLINE,2110510,BMW,X5,suv,2019
1444,C1444,GASOLINE,13369196,Mercedes-Benz,CLA-Class,car,2014
1445,C1445,ELECTRIC,1367019,Tesla,Model 3,car,2018
1446,C1446,GASOLINE,11291649,Land Rover,Range Rover Evoque,suv,2016
1447,C1447,GASOLINE,67096,Nissan,Rogue,suv,2017
1448,C1448,GASOLINE,4881570,Mercedes-benz,E-Class,car,2019
1449,C1449,ELECTRIC,875927,Tesla,Model 3,car,2019
1450,C1450,ELECTRIC,9705007,Tesla,Model Y,suv,2020
1451,C1451,GASOLINE,4021066,Volvo,S90,car,2018
1452,C1452,GASOLINE,67096,Mazda,3,car,2012
1453,C1453,ELECTRIC,875927,Tesla,Model 3,car,2019
1454,C1454,GASOLINE,15381238,Mercedes-Benz,M-Class,suv,2014
1455,C1455,ELECTRIC,875927,Tesla,Model 3,car,2019
1456,C1456,GASOLINE,8405506,Cadillac,CTS,car,2015
1457,C1457,ELECTRIC,2358826,Tesla,Model 3,car,2019
1458,C1458,GASOLINE,844760,Toyota,Sequoia,suv,2013
1459,C1459,GASOLINE,9266183,Jeep,Wrangler,suv,2018
1460,C1460,GASOLINE,875927,Mercedes-Benz,C-Class,car,2018
1461,C1461,GASOLINE,5125492,Maserati,Levante,suv,2018
1462,C1462,GASOLINE,706133,BMW,M-Series,car,2019
1463,C1463,GASOLINE,10471342,Kia,Stinger,car,2019
1464,C1464,GASOLINE,2110510,Audi,Q3,suv,2018
1465,C1465,GASOLINE,844760,HUMMER,H2,suv,2008
1466,C1466,GASOLINE,15729829,Jeep,Cherokee,suv,2017
1467,C1467,GASOLINE,1319433,BMW,M-Series,car,2020
1468,C1468,GASOLINE,3644270,Toyota,Sienna,minivan,2015
1469,C1469,GASOLINE,8497550,Infiniti,Q50,car,2015
1470,C1470,GASOLINE,844760,Jeep,Wrangler,suv,2015
1471,C1471,GASOLINE,747774,Dodge,Ram 1500,truck,2019
1472,C1472,GASOLINE,3533385,BMW,5-Series,car,2019
1473,C1473,GASOLINE,2421007,Nissan,Rogue,suv,2019
1474,C1474,GASOLINE,7825483,Maserati,Ghibli,car,2015
1475,C1475,GASOLINE,9370336,Toyota,Highlander,suv,2017
1476,C1476,GASOLINE,1527050,Chevrolet,Corvette,car,2020
1477,C1477,GASOLINE,6821835,Toyota,Supra,car,2020
1478,C1478,GASOLINE,3619049,Hyundai,Sonata,car,2015
1479,C1479,GASOLINE,3533385,Toyota,RAV4,suv,2014
1480,C1480,GASOLINE,10452226,BMW,3 Series,car,2017
1481,C1481,GASOLINE,14433354,BMW,3 Series,car,2015
1482,C1482,HYBRID,3533385,Porsche,Cayenne,suv,2013
1483,C1483,GASOLINE,67096,Honda,CR-V,suv,2016
1484,C1484,HYBRID,323975,BMW,i8,car,2015
1485,C1485,GASOLINE,10452226,BMW,3 Series,car,2018
1486,C1486,GASOLINE,3619049,Chevrolet,Impala,car,2019
1487,C1487,ELECTRIC,11231763,Tesla,Model 3,car,2020
1488,C1488,GASOLINE,10452226,Mercedes-Benz,E-Class,car,2016
1489,C1489,GASOLINE,405910,Chevrolet,Equinox,suv,2019
1490,C1490,GASOLINE,67096,Mazda,CX-5,suv,2015
1491,C1491,GASOLINE,67096,Honda,HR-V,suv,2016
1492,C1492,GASOLINE,7825483,Porsche,Boxster,car,2014
1493,C1493,GASOLINE,2110510,BMW,3 Series,car,2018
1494,C1494,GASOLINE,14247850,BMW,3 Series,car,2016
1495,C1495,GASOLINE,67096,Honda,Accord,car,2017
1496,C1496,GASOLINE,2407657,Toyota,Sienna,minivan,2011
1497,C1497,GASOLINE,5139532,Land Rover,Discovery Sport,suv,2018
1498,C1498,GASOLINE,10144963,BMW,M-Series,car,2019
1499,C1499,GASOLINE,11393646,Mercedes-Benz,GLA-Class,suv,2017
1500,C1500,GASOLINE,5019852,Chevrolet,Malibu,car,2018
1501,C1501,GASOLINE,2110510,Chrysler,Pacifica,minivan,2018
1502,C1502,GASOLINE,4021066,Chevrolet,Corvette,car,2009
1503,C1503,ELECTRIC,15617026,Tesla,Model Y,suv,2020
1504,C1504,GASOLINE,67096,Toyota,RAV4,suv,2017
1505,C1505,GASOLINE,67096,Honda,HR-V,suv,2017
1506,C1506,GASOLINE,9218610,Jeep,Wrangler Unlimited,suv,2019
1507,C1507,GASOLINE,1319433,Jaguar,F-PACE,suv,2020
1508,C1508,GASOLINE,67096,Mazda,3,car,2016
1509,C1509,GASOLINE,15396392,Mercedes-Benz,E-Class,car,2014
1510,C1510,GASOLINE,9218610,Jeep,Wrangler Unlimited,suv,2020
1511,C1511,GASOLINE,2611541,Ford,Mustang,car,2015
1512,C1512,GASOLINE,1495380,Lincoln,MKX,suv,2016
1513,C1513,GASOLINE,2110510,Jeep,Wrangler,suv,2018
1514,C1514,GASOLINE,979091,BMW,4 Series,car,2018
1515,C1515,HYBRID,3205604,BMW,i8,car,2015
1516,C1516,GASOLINE,4881621,Maserati,Ghibli,car,2014
1517,C1517,,10448485,Mitsubishi,Mirage,car,2019
1518,C1518,GASOLINE,3205604,Chevrolet,Corvette,car,2019
1519,C1519,GASOLINE,3205604,Chevrolet,Corvette,car,2019
1520,C1520,,10448485,Mitsubishi,Mirage,car,2019
1521,C1521,GASOLINE,3205604,Jaguar,F-Type,car,2015
1522,C1522,GASOLINE,14409423,Mercedes-Benz,E-Class,car,2017
1523,C1523,GASOLINE,10863848,Honda,Civic,car,2017
1524,C1524,GASOLINE,170844,Dodge,Challenger,car,2018
1525,C1525,GASOLINE,15751256,Toyota,C-HR,suv,2018
1526,C1526,GASOLINE,15334764,Jeep,Grand Cherokee,suv,2018
1527,C1527,GASOLINE,14570542,Land Rover,Discovery Sport,suv,2017
1528,C1528,GASOLINE,1114907,Mercedes-Benz,C-Class,car,2018
1529,C1529,GASOLINE,4881621,Chevrolet,Camaro,car,2018
1530,C1530,GASOLINE,3205604,Jaguar,F-TYPE,car,2017
1531,C1531,GASOLINE,1114907,Polaris,Slingshot,car,2019
1532,C1532,GASOLINE,10485649,Porsche,718 Boxster,car,2017
1533,C1533,HYBRID,5577008,BMW,i8,car,2015
1534,C1534,GASOLINE,9604745,Nissan,Versa,car,2018
1535,C1535,GASOLINE,170844,Jeep,Wrangler,suv,2016
1536,C1536,GASOLINE,4881621,Ford,Mustang,car,2018
1537,C1537,GASOLINE,4881621,Ford,Mustang,car,2018
1538,C1538,GASOLINE,15093807,Chevrolet,Camaro,car,2019
1539,C1539,GASOLINE,3205604,Jaguar,F-TYPE,car,2016
1540,C1540,GASOLINE,10448485,Nissan,Versa,car,2018
1541,C1541,ELECTRIC,6238619,Tesla,Model S,car,2015
1542,C1542,GASOLINE,15174871,Toyota,Highlander,suv,2019
1543,C1543,GASOLINE,4881621,Ford,Mustang,car,2016
1544,C1544,GASOLINE,14570542,Cadillac,XT4,suv,2019
1545,C1545,GASOLINE,4881621,Maserati,Ghibli,car,2015
1546,C1546,GASOLINE,11380952,Toyota,Corolla Hatchback,car,2019
1547,C1547,GASOLINE,15412307,Polaris,Slingshot,car,2020
1548,C1548,GASOLINE,6779375,Jeep,Cherokee,suv,2019
1549,C1549,GASOLINE,7288516,Mercedes-benz,C-Class,car,2019
1550,C1550,GASOLINE,4881621,Ford,Mustang,car,2016
1551,C1551,GASOLINE,2325083,Ferrari,California,car,2010
1552,C1552,GASOLINE,4881621,Ford,Mustang,car,2016
1553,C1553,GASOLINE,14605428,Lexus,LC 500,car,2018
1554,C1554,HYBRID,1252142,Ford,Fusion Hybrid,car,2018
1555,C1555,GASOLINE,2480610,Ford,Mustang,car,2018
1556,C1556,GASOLINE,10611736,BMW,4 Series,car,2017
1557,C1557,GASOLINE,2447673,Chevrolet,Express,van,2015
1558,C1558,HYBRID,9804273,BMW,I8,car,2019
1559,C1559,GASOLINE,1130154,Audi,A5,car,2018
1560,C1560,GASOLINE,4881621,Ford,Mustang,car,2016
1561,C1561,GASOLINE,10598381,Porsche,718 Boxster,car,2017
1562,C1562,HYBRID,1452432,BMW,i8,car,2015
1563,C1563,GASOLINE,9875726,Chevrolet,Corvette,car,2016
1564,C1564,GASOLINE,8930780,Lexus,GX 460,suv,2017
1565,C1565,GASOLINE,4881621,Ford,Mustang,car,2014
1566,C1566,GASOLINE,11515559,GMC,Yukon,suv,2019
1567,C1567,GASOLINE,15542095,Porsche,Panamera,car,2020
1568,C1568,GASOLINE,5808865,Porsche,Cayenne,suv,2016
1569,C1569,,9541863,Lamborghini,Huracan,car,2019
1570,C1570,GASOLINE,5808865,Land Rover,Range Rover,suv,2018
1571,C1571,GASOLINE,5808865,Porsche,Cayenne,suv,2014
1572,C1572,,9541863,Lamborghini,Huracan,car,2019
1573,C1573,GASOLINE,10448485,Nissan,Versa,car,2018
1574,C1574,GASOLINE,175531,Nissan,Rogue,suv,2017
1575,C1575,GASOLINE,2447673,Chevrolet,Express,van,2016
1576,C1576,GASOLINE,9854674,Land Rover,Range Rover,suv,2019
1577,C1577,GASOLINE,3995219,Maserati,Ghibli,car,2014
1578,C1578,GASOLINE,7267636,BMW,2 Series,car,2015
1579,C1579,GASOLINE,11377223,Chevrolet,Camaro,car,2019
1580,C1580,GASOLINE,3441058,Ford,Mustang,car,2018
1581,C1581,GASOLINE,2447673,Chevrolet,Express,van,2017
1582,C1582,GASOLINE,10019710,Lamborghini,Huracan,car,2019
1583,C1583,GASOLINE,10667864,Chevrolet,Corvette,car,2019
1584,C1584,GASOLINE,4800235,Volvo,XC90,suv,2020
1585,C1585,GASOLINE,475056,Ferrari,California,car,2012
1586,C1586,GASOLINE,1452432,Maserati,Quattroporte,car,2015
1587,C1587,GASOLINE,8048196,Mazda,MAZDA2,car,2012
1588,C1588,GASOLINE,256806,FIAT,500,car,2015
1589,C1589,GASOLINE,256806,FIAT,500,car,2012
1590,C1590,GASOLINE,256806,FIAT,500,car,2015
1591,C1591,ELECTRIC,4311226,Tesla,Model 3,car,2019
1592,C1592,HYBRID,9860358,Honda,Civic,car,2008
1593,C1593,GASOLINE,4040830,Mercedes-Benz,GLK-Class,suv,2010
1594,C1594,GASOLINE,4040830,Alfa Romeo,Giulia,car,2017
1595,C1595,GASOLINE,3063848,Dodge,Challenger,car,2017
1596,C1596,GASOLINE,9860358,Subaru,Crosstrek,suv,2018
1597,C1597,ELECTRIC,8311648,Tesla,Model 3,car,2018
1598,C1598,GASOLINE,10527374,Buick,Enclave,suv,2008
1599,C1599,GASOLINE,7372770,Chrysler,300,car,2018
1600,C1600,GASOLINE,14570651,FIAT,124 Spider,car,2017
1601,C1601,ELECTRIC,10527374,Tesla,Model X,suv,2016
1602,C1602,GASOLINE,14431771,Dodge,Charger,car,2016
1603,C1603,DIESEL,4040830,Volkswagen,Touareg 2,suv,2008
1604,C1604,GASOLINE,11287791,GMC,Sierra 3500HD,truck,2011
1605,C1605,GASOLINE,1604642,Ford,Mustang,car,2020
1606,C1606,GASOLINE,9923599,Kia,Soul,car,2016
1607,C1607,HYBRID,8504432,Ford,Fusion,car,2014
1608,C1608,GASOLINE,8504432,Volkswagen,Jetta,car,2011
1609,C1609,GASOLINE,14757047,Toyota,RAV4,suv,2016
1610,C1610,GASOLINE,12961617,Toyota,Corolla,car,2015
1611,C1611,GASOLINE,15288016,Chevrolet,Sonic,car,2014
1612,C1612,GASOLINE,4442863,Toyota,Corolla,car,2016
1613,C1613,GASOLINE,9134633,Hyundai,Sonata,car,2017
1614,C1614,GASOLINE,6560809,Chevrolet,Impala Limited,car,2015
1615,C1615,GASOLINE,7715230,Mazda,CX-5,suv,2014
1616,C1616,DIESEL,6654606,Mercedes-Benz,Sprinter,van,2016
1617,C1617,GASOLINE,9720386,Ford,F-150,truck,2014
1618,C1618,GASOLINE,1874412,FIAT,500,car,2012
1619,C1619,GASOLINE,5374465,Pontiac,G6,car,2010
1620,C1620,GASOLINE,5374465,Chevrolet,HHR,car,2009
1621,C1621,GASOLINE,14464536,Nissan,Murano,suv,2015
1622,C1622,GASOLINE,8091390,Volkswagen,Touareg,suv,2013
1623,C1623,GASOLINE,15792190,Honda,Accord Sedan,car,2019
1624,C1624,GASOLINE,8287531,Subaru,XV Crosstrek,suv,2013
1625,C1625,GASOLINE,8287531,Jeep,Patriot,suv,2016
1626,C1626,ELECTRIC,10768929,Tesla,Model S,car,2017
1627,C1627,GASOLINE,10924223,Audi,A3,car,2009
1628,C1628,GASOLINE,15597334,Honda,Pilot,suv,2020
1629,C1629,GASOLINE,15496599,Mercedes-Benz,C-Class,car,2015
1630,C1630,ELECTRIC,5039637,Tesla,Model S,car,2013
1631,C1631,GASOLINE,7994776,Dodge,Challenger,car,2016
1632,C1632,GASOLINE,7994776,Chevrolet,Corvette,car,2009
1633,C1633,GASOLINE,2844865,Chevrolet,Express Cargo,van,2009
1634,C1634,GASOLINE,10263974,Mercedes-Benz,G-Class,suv,2013
1635,C1635,DIESEL,183904,Ram,1500,truck,2015
1636,C1636,GASOLINE,3078460,Polaris,Slingshot,car,2015
1637,C1637,ELECTRIC,5039637,Tesla,Model 3,car,2020
1638,C1638,ELECTRIC,205890,Tesla,Model 3,car,2019
1639,C1639,GASOLINE,7994776,Chrysler,300,car,2014
1640,C1640,GASOLINE,183904,Dodge,Grand Caravan,minivan,2017
1641,C1641,GASOLINE,7008399,Nissan,Altima,car,2016
1642,C1642,GASOLINE,13529183,MINI,Cooper Countryman,car,2016
1643,C1643,GASOLINE,5870257,Chrysler,Pacifica,car,2007
1644,C1644,GASOLINE,11361357,Chrysler,200,car,2015
1645,C1645,GASOLINE,9238089,Land Rover,Range Rover Evoque,suv,2016
1646,C1646,GASOLINE,2037455,Honda,Odyssey,minivan,2012
1647,C1647,GASOLINE,5779515,Hyundai,Sonata,car,2018
1648,C1648,GASOLINE,8252770,Toyota,4Runner,suv,2015
1649,C1649,GASOLINE,14615402,BMW,3 Series,car,2011
1650,C1650,GASOLINE,4860834,Mercedes-Benz,CLA-Class,car,2014
1651,C1651,GASOLINE,8323259,Chevrolet,Malibu,car,2014
1652,C1652,GASOLINE,1618356,Subaru,Forester,suv,2013
1653,C1653,GASOLINE,1618356,Honda,CR-V,suv,2011
1654,C1654,HYBRID,5136026,Toyota,Prius,car,2013
1655,C1655,GASOLINE,1821886,Chevrolet,Camaro,car,2011
1656,C1656,GASOLINE,1468529,Toyota,Corolla,car,2016
1657,C1657,GASOLINE,4860834,Nissan,Murano,suv,2016
1658,C1658,GASOLINE,8465704,Toyota,Camry,car,2018
1659,C1659,GASOLINE,14615402,Mercedes-Benz,E-Class,car,2011
1660,C1660,GASOLINE,6812571,Toyota,Avalon,car,2009
1661,C1661,GASOLINE,1821886,Mercedes-Benz,E-Class,car,2012
1662,C1662,GASOLINE,5318976,Hyundai,Elantra,car,2015
1663,C1663,GASOLINE,6812571,Toyota,Camry,car,2011
1664,C1664,GASOLINE,4119986,Toyota,Camry,car,2011
1665,C1665,GASOLINE,1541014,Toyota,Camry,car,2011
1666,C1666,GASOLINE,4443967,Lexus,RX 350,suv,2016
1667,C1667,GASOLINE,3579411,Audi,A4,car,2017
1668,C1668,GASOLINE,1821886,BMW,3 Series,car,2008
1669,C1669,GASOLINE,1468529,Toyota,Corolla,car,2010
1670,C1670,GASOLINE,4119986,Toyota,Corolla,car,2010
1671,C1671,GASOLINE,1821886,Mercedes-Benz,GLK-Class,suv,2011
1672,C1672,GASOLINE,3579411,Acura,MDX,suv,2014
1673,C1673,GASOLINE,8465704,Hyundai,Santa Fe,suv,2020
1674,C1674,GASOLINE,4119986,Toyota,Corolla,car,2015
1675,C1675,GASOLINE,6139709,Lexus,ES 350,car,2016
1676,C1676,GASOLINE,5136026,Toyota,Corolla,car,2014
1677,C1677,HYBRID,1468529,Toyota,Prius,car,2011
1678,C1678,GASOLINE,6812571,Toyota,Camry,car,2011
1679,C1679,GASOLINE,2532449,Toyota,Camry,car,2016
1680,C1680,GASOLINE,6812571,Toyota,Corolla,car,2009
1681,C1681,GASOLINE,5136026,Toyota,Camry,car,2009
1682,C1682,GASOLINE,4119986,Toyota,Corolla,car,2013
1683,C1683,GASOLINE,6812571,Toyota,Corolla,car,2006
1684,C1684,GASOLINE,9349914,Toyota,Camry,car,2016
1685,C1685,GASOLINE,1541014,Toyota,Corolla,car,2010
1686,C1686,GASOLINE,1541014,Toyota,Corolla,car,2008
1687,C1687,GASOLINE,8465704,Kia,Forte,car,2019
1688,C1688,GASOLINE,8465704,Hyundai,Elantra,car,2019
1689,C1689,GASOLINE,2532449,Honda,Accord Sedan,car,2019
1690,C1690,GASOLINE,935969,Nissan,Xterra,suv,2013
1691,C1691,HYBRID,1821886,Chevrolet,Tahoe Hybrid,suv,2009
1692,C1692,GASOLINE,1331380,Mercedes-Benz,C-Class,car,2017
1693,C1693,GASOLINE,1541014,Toyota,Corolla,car,2010
1694,C1694,GASOLINE,4443967,Nissan,Murano,suv,2015
1695,C1695,GASOLINE,9291316,Toyota,Camry,car,2018
1696,C1696,GASOLINE,3100936,Ford,Transit Wagon,van,2016
1697,C1697,DIESEL,3100936,Mercedes-Benz,Sprinter,van,2018
1698,C1698,GASOLINE,4860834,Toyota,Camry,car,2013
1699,C1699,GASOLINE,2166902,Toyota,Camry,car,2011
1700,C1700,HYBRID,4354077,Lexus,ES 300h,car,2016
1701,C1701,GASOLINE,1468529,Toyota,Corolla,car,2013
1702,C1702,GASOLINE,3779509,Hyundai,Tucson,suv,2013
1703,C1703,GASOLINE,9349914,Toyota,Camry,car,2016
1704,C1704,ELECTRIC,11995889,Tesla,Model X,suv,2018
1705,C1705,HYBRID,3666550,Chevrolet,Volt,car,2017
1706,C1706,GASOLINE,9436841,Ford,Fusion,car,2012
1707,C1707,GASOLINE,11182579,Ford,Mustang,car,2017
1708,C1708,GASOLINE,11010167,Kia,Soul,car,2018
1709,C1709,ELECTRIC,9681825,Tesla,Model Y,suv,2020
1710,C1710,GASOLINE,13257404,Mercedes-Benz,E-Class,car,2011
1711,C1711,GASOLINE,13776262,Hyundai,Elantra,car,2020
1712,C1712,GASOLINE,9726700,Jeep,Wrangler,suv,2011
1713,C1713,GASOLINE,1726075,Mercedes-Benz,GL-Class,suv,2012
